lei_number,url,Legal Name,Language Code,Other Entity Names,Legal Address (English),Headquarters Address (English),Legal Jurisdiction Country,Legal Jurisdiction Region,Registration Authority,Registration Authority ID,Registration Authority Entity ID,Entity Legal Form Code,Entity Category,Entity Status,Entity Creation Date
549300PIL8LFAQ04XC20,https://lei.bloomberg.com/leis/view/549300PIL8LFAQ04XC20,"SPRING EQ, LLC",en,,"C/O CORPORATION SERVICE COMPANY
251 LITTLE FALLS DRIVE
WILMINGTON, Delaware (US-DE), 19808
UNITED STATES","1 West Elm Street
Suite 450
Conshohocken, Pennsylvania (US-PA), 19428
UNITED STATES",UNITED STATES (US),Delaware (US-DE),,"(US-DE): Division of Corporations, Department of State (RA000602)",5929405,Limited Liability Company (HZEH),GENERAL,ACTIVE,"2016-01-19 00:00:00
Legal Entity Events
Legal Entity Event 1
Event Type
CHANGE_HQ_ADDRESS
Effective Date
2023-07-05 00:00:00
Recorded Date
2023-12-29 14:49:06
Validation Documents
SUPPORTING_DOCUMENTS
Event Status
COMPLETED
Legal Entity Event 2
Event Type
CHANGE_HQ_ADDRESS
Effective Date
2022-12-11 00:00:00
Recorded Date
2022-12-11 10:59:45
Validation Documents
SUPPORTING_DOCUMENTS
Event Status
COMPLETED
Legal Entity Event 3
Event Type
CHANGE_HQ_ADDRESS
Effective Date
2022-10-15 00:00:00
Recorded Date
2022-12-11 10:59:45
Validation Documents
SUPPORTING_DOCUMENTS
Event Status
COMPLETED"
54930009M8OIJWECQX81,https://lei.bloomberg.com/leis/view/54930009M8OIJWECQX81,"Shore United Bank, N.A.",en,"Other Entity Name 1
Name
Shore United Bank
Type
PREVIOUS_LEGAL_NAME","18 E Dover St
Easton, Maryland (US-MD), 21601
UNITED STATES","18 East Dover Street
Easton, Maryland (US-MD), 21601
UNITED STATES",UNITED STATES (US),,,Federal Deposit Insurance Corporation (RA000744),4832,National Bank (62VJ),GENERAL,ACTIVE,"1876-05-31 23:59:50
Website
shoreunitedbank.com"
549300P1I25L8ILSI852,https://lei.bloomberg.com/leis/view/549300P1I25L8ILSI852,SUNRISE FAMILY CREDIT UNION,en,,"404 S Euclid Ave
Bay City, Michigan (US-MI), 48706-3206
UNITED STATES","404 South Euclid Avenue
Bay City, Michigan (US-MI), 48706
UNITED STATES",UNITED STATES (US),,,National Credit Union Administration (RA000745),61995,"Other (8888)
Other Legal Form
CREDIT_UNION (CU)",GENERAL,ACTIVE,1956-01-01 00:00:00
549300ELQB8TS88JEE06,https://lei.bloomberg.com/leis/view/549300ELQB8TS88JEE06,Henrico Federal Credit Union,en,,"9401 W Broad St
Henrico, Virginia (US-VA), 23294
UNITED STATES","9401 W Broad St
Henrico, Virginia (US-VA), 23294
UNITED STATES",UNITED STATES (US),,,National Credit Union Administration (RA000745),18175,Credit Union (14OD),GENERAL,ACTIVE,1967-01-01 00:00:00
549300T1KLQQ7B84EZ41,https://lei.bloomberg.com/leis/view/549300T1KLQQ7B84EZ41,"Bonvenu Bank, N.A.",en,"Other Entity Name 1
Name
Citizens National Bank, N.A.
Type
PREVIOUS_LEGAL_NAME","2711 E Texas St
Bossier City, Louisiana (US-LA), 71111
UNITED STATES","2711 E Texas St
Bossier City, Louisiana (US-LA), 71111
UNITED STATES",UNITED STATES (US),,,Federal Deposit Insurance Corporation (RA000744),26381,National Bank (62VJ),GENERAL,ACTIVE,"1985-10-07 00:00:00
Legal Entity Events
Legal Entity Event 1
Event Type
CHANGE_LEGAL_NAME
Effective Date
2024-04-26 00:00:00
Recorded Date
2024-05-09 17:31:52
Validation Documents
SUPPORTING_DOCUMENTS
Event Status
COMPLETED
Legal Entity Event 2
Event Type
CHANGE_LEGAL_FORM
Effective Date
2024-01-01 00:00:00
Recorded Date
2024-02-07 20:55:14
Validation Documents
OTHER_OFFICIAL_DOCUMENTS
Event Status
COMPLETED"
549300MRP46SVQMWOE81,https://lei.bloomberg.com/leis/view/549300MRP46SVQMWOE81,COASTAL Federal Credit Union,en,,"1000 Saint Albans Dr
Raleigh, North Carolina (US-NC), 27609
UNITED STATES","1000 Saint Albans Drive
Raleigh, North Carolina (US-NC), 27609
UNITED STATES",UNITED STATES (US),,,National Credit Union Administration (RA000745),18297,Credit Union (14OD),GENERAL,ACTIVE,"1967-01-01 00:00:00
Website
www.coastal24.com"
254900TFUMB07CBEN720,https://lei.bloomberg.com/leis/view/254900TFUMB07CBEN720,St. Paul Federal Credit Union,en,,"1330 Conway St
Ste 200
Saint Paul, Minnesota (US-MN), 55106
UNITED STATES","1330 Conway St
Ste 200
Saint Paul, Minnesota (US-MN), 55106
UNITED STATES",UNITED STATES (US),,,National Credit Union Administration (RA000745),24358,Credit Union (14OD),GENERAL,ACTIVE,"1988-06-22 00:00:00
Website
www.stpaulfcu.org"
549300RDN1T32WR2WF91,https://lei.bloomberg.com/leis/view/549300RDN1T32WR2WF91,Legacy Bank & Trust Company,en,,"1500 N Main St
Mountain Grove, Missouri (US-MO), 65711
UNITED STATES","1500 N MAIN ST
Mountain Grove, Missouri (US-MO), 65711
UNITED STATES",UNITED STATES (US),Missouri (US-MO),,Federal Deposit Insurance Corporation (RA000744),22319,Commercial Bank (J1JO),GENERAL,ACTIVE,1907-10-16 05:00:00
549300CLRXFVF83ZL806,https://lei.bloomberg.com/leis/view/549300CLRXFVF83ZL806,"NATIONWIDE MORTGAGE BANKERS, INC.",en,,"C/O CORPORATION SERVICE COMPANY
251 LITTLE FALLS DRIVE
New Castle
WILMINGTON, Delaware (US-DE), 19808
UNITED STATES","310 A Main Street
Lebanon, New Jersey (US-NJ), 08833
UNITED STATES",UNITED STATES (US),Delaware (US-DE),,"(US-DE): Division of Corporations, Department of State (RA000602)",5022261,Corporation (XTIQ),GENERAL,ACTIVE,
549300QYN3TROD97TI79,https://lei.bloomberg.com/leis/view/549300QYN3TROD97TI79,ALLSOUTH FEDERAL CREDIT UNION,en,,"730 Elmwood Ave
Columbia, South Carolina (US-SC), 29201-2002
UNITED STATES","730 Elmwood Ave
Columbia, South Carolina (US-SC), 29201-2002
UNITED STATES",UNITED STATES (US),,,National Credit Union Administration (RA000745),13828,Credit Union (14OD),GENERAL,ACTIVE,1960-01-01 00:00:00
549300ZUA8339ZH6W934,https://lei.bloomberg.com/leis/view/549300ZUA8339ZH6W934,ASHLAND Credit Union,en,,"1300 CENTRAL AVE
ASHLAND, Kentucky (US-KY), 41101
UNITED STATES","1300 Central Avenue
Ashland, Kentucky (US-KY), 41101
UNITED STATES",UNITED STATES (US),Kentucky (US-KY),,National Credit Union Administration (RA000745),61792,"Other (8888)
Other Legal Form
CREDIT_UNION",GENERAL,ACTIVE,1942-01-01 00:00:00
254900BAR7I9CB7YO393,https://lei.bloomberg.com/leis/view/254900BAR7I9CB7YO393,The First State Bank,en,,"206 North St
Louise, Texas (US-TX), 77455
UNITED STATES","206 North St
Louise, Texas (US-TX), 77455
UNITED STATES",UNITED STATES (US),Texas (US-TX),,Federal Deposit Insurance Corporation (RA000744),17588,Savings Bank (TCLA),GENERAL,ACTIVE,1956-05-07 00:00:00
5493005R34FLBMCPWB41,https://lei.bloomberg.com/leis/view/5493005R34FLBMCPWB41,"TIDEWATER MORTGAGE SERVICES, INC.",en,,"C/O ALAN M FRIEDEN
222 CENTRAL PARK AVE
SUITE 1300
VIRGINIA BEACH, Virginia (US-VA), 23462
UNITED STATES","200 GOLDEN OAK CT STE 100
VIRGINIA BEACH, Virginia (US-VA), 23452
UNITED STATES",UNITED STATES (US),Virginia (US-VA),,(US-VA): State Corporation Commission (RA000639),4928685,Stock Corporation (HOV4),GENERAL,ACTIVE,"1997-10-30 00:00:00
Website
https://www.tidewatermortgage.com/"
25490039PWHR3LPL6D62,https://lei.bloomberg.com/leis/view/25490039PWHR3LPL6D62,Peoples Advantage Federal Credit Union,en,,"110 Wagner Road
Petersburg, Virginia (US-VA), 23805-9303
UNITED STATES","110 Wagner Road
Petersburg, Virginia (US-VA), 23805-9303
UNITED STATES",UNITED STATES (US),,,National Credit Union Administration (RA000745),17464,Credit Union (14OD),GENERAL,ACTIVE,1966-01-01 00:00:00
549300B8C23BCNGJ4960,https://lei.bloomberg.com/leis/view/549300B8C23BCNGJ4960,COMMUNITY BANC MORTGAGE CORPORATION,en,"Other Entity Name 1
Name
Community Mortgage Banc Corporation
Type
PREVIOUS_LEGAL_NAME","C/O ERIC L GRENZEBACH
205 SOUTH 5TH ST
STE 700
SPRINGFIELD, Illinois (US-IL), 62705
UNITED STATES","301 North Main Street
Chatham, Illinois (US-IL), 62629
UNITED STATES",UNITED STATES (US),Illinois (US-IL),,(US-IL): Business Services (Office of the Secretary of State) (RA000608),58999407,Business Corporation (AZUK),GENERAL,ACTIVE,1996-08-15 00:00:00
5493006MFBT1AI7V3W25,https://lei.bloomberg.com/leis/view/5493006MFBT1AI7V3W25,SERVU FEDERAL CREDIT UNION,en,,"87 Victory Hwy
Painted Post, New York (US-NY), 14870
UNITED STATES","87 Victory Hwy
Painted Post, New York (US-NY), 14870
UNITED STATES",UNITED STATES (US),,,National Credit Union Administration (RA000745),10933,Credit Union (14OD),GENERAL,ACTIVE,"1956-01-01 00:00:00
Website
https://www.servucu.com/home/home"
549300F52SJSXL6QRM73,https://lei.bloomberg.com/leis/view/549300F52SJSXL6QRM73,FIRST COMMUNITY CREDIT UNION,en,"Other Entity Name 1
Name
First Community Credit Union of Houston
Type
PREVIOUS_LEGAL_NAME","15260 Farm to Market 529 Road
Houston, Texas (US-TX), 77095-3252
UNITED STATES","15260 Farm to Market 529 Road
Houston, Texas (US-TX), 77095
UNITED STATES",UNITED STATES (US),,,National Credit Union Administration (RA000745),66818,Credit Union (14OD),GENERAL,ACTIVE,"1954-02-04 00:00:00
Website
www.fccu.org"
IWRZQFYIRJ0IMURZBB68,https://lei.bloomberg.com/leis/view/IWRZQFYIRJ0IMURZBB68,Johnson Bank,en,,"555 MAIN STREET
RACINE, Wisconsin (US-WI), 53403
UNITED STATES","555 Main Street
Racine, Wisconsin (US-WI), 53403
UNITED STATES",UNITED STATES (US),Wisconsin (US-WI),,Federal Deposit Insurance Corporation (RA000744),20296,Savings Bank (QSJ1),GENERAL,ACTIVE,"1970-11-12 00:00:00
Legal Entity Events
Legal Entity Event 1
Event Type
CHANGE_LEGAL_ADDRESS
Effective Date
2022-12-07 00:00:00
Recorded Date
2022-12-09 11:54:18
Validation Documents
SUPPORTING_DOCUMENTS
Event Status
COMPLETED"
549300SXHTIGZ7X3CS43,https://lei.bloomberg.com/leis/view/549300SXHTIGZ7X3CS43,Lusitania Savings Bank,en,"Other Entity Name 1
Name
Lusitania Savings Bank, FSB
Type
PREVIOUS_LEGAL_NAME","107 Pulaski Street
Newark, New Jersey (US-NJ), 07105
UNITED STATES","107 Pulaski Street
Essex County
Newark, New Jersey (US-NJ), 07105
UNITED STATES",UNITED STATES (US),New Jersey (US-NJ),,Federal Deposit Insurance Corporation (RA000744),34058,Savings Bank (VWC5),GENERAL,ACTIVE,1995-09-01 00:00:00
5493000QYMPN362T6V61,https://lei.bloomberg.com/leis/view/5493000QYMPN362T6V61,"SHELTER LENDING SERVICES, L.L.C.",en,,"C/O ILLINOIS CORPORATION SERVICE COMPANY
801 ADLAI STEVENSON DRIVE
SPRINGFIELD, Illinois (US-IL), 62703-4261
UNITED STATES","1245 CHEYENNE AVE.
STE 304B/304C
GRAFTON, Wisconsin (US-WI), 53024
UNITED STATES",UNITED STATES (US),Illinois (US-IL),,(US-IL): Business Services (Office of the Secretary of State) (RA000608),4063872,Limited Liability Company (8RLE),GENERAL,ACTIVE,2012-09-25 00:00:00
5493005WWQ2221ORBN75,https://lei.bloomberg.com/leis/view/5493005WWQ2221ORBN75,"SHELTER HOME MORTGAGE, LLC",en,,"C/O CORPORATION SERVICE COMPANY
251 LITTLE FALLS DRIVE
WILMINGTON, Delaware (US-DE), 19808
UNITED STATES","3350 Northlake Parkway North East
Suite 21M
Atlanta, Georgia (US-GA), 30345
UNITED STATES",UNITED STATES (US),Delaware (US-DE),,"(US-DE): Division of Corporations, Department of State (RA000602)",6263371,Limited Liability Company (HZEH),GENERAL,ACTIVE,2016-12-28 00:00:00
549300IKS3MMB5YK6T18,https://lei.bloomberg.com/leis/view/549300IKS3MMB5YK6T18,KINECTA,en,"Other Entity Name 1
Name
Kinecta Federal Credit Union
Type
PREVIOUS_LEGAL_NAME","1440 Rosecrans Ave
Manhattan Beach, California (US-CA), 90266
UNITED STATES","1440 Rosecrans Avenue
Manhattan Beach, California (US-CA), 90266
UNITED STATES",UNITED STATES (US),California (US-CA),,National Credit Union Administration (RA000745),4142,"Other (8888)
Other Legal Form
COMPANY",GENERAL,ACTIVE,1940-10-29 00:00:00
549300IVURCTJ6QVMD67,https://lei.bloomberg.com/leis/view/549300IVURCTJ6QVMD67,First Financial Bank,en,"Other Entity Name 1
Name
First Financial Bank, National Association
Type
PREVIOUS_LEGAL_NAME","400 Pine Street
Abilene, Texas (US-TX), 79601
UNITED STATES","400 Pine Street
Abilene, Texas (US-TX), 79601
UNITED STATES",UNITED STATES (US),Texas (US-TX),,(US-TX): Texas Department of Banking (RA000751),3241-09,Commercial Bank (HTV5),GENERAL,ACTIVE,"1889-11-29 23:59:50
Website
http://ffin.com
Legal Entity Events
Legal Entity Event 1
Event Type
CHANGE_LEGAL_NAME
Effective Date
2024-04-23 00:00:00
Recorded Date
2024-04-26 12:31:04
Validation Documents
OTHER_OFFICIAL_DOCUMENTS
Event Status
COMPLETED"
254900Q11S3TY9CVFA05,https://lei.bloomberg.com/leis/view/254900Q11S3TY9CVFA05,Multipli Credit Union,en,,"1850 S Blackman Rd
Suite 100
Springfield, Missouri (US-MO), 65809
UNITED STATES","1850 S Blackman Rd
Suite 100
Springfield, Missouri (US-MO), 65809
UNITED STATES",UNITED STATES (US),Missouri (US-MO),,"(US-MO): Corporations Unit, Business Services (Office of the Secretary of State) (RA000618)",H00131147,Savings and Loan Association (9BH2),GENERAL,ACTIVE,"1934-09-01 00:00:00
Website
www.multiplicu.com
Legal Entity Events
Legal Entity Event 1
Event Type
CHANGE_LEGAL_ADDRESS
Effective Date
2022-05-02 00:00:00
Recorded Date
2022-11-07 19:48:52
Validation Documents
OTHER_OFFICIAL_DOCUMENTS
Event Status
COMPLETED
Legal Entity Event 2
Event Type
CHANGE_HQ_ADDRESS
Effective Date
2022-05-02 00:00:00
Recorded Date
2022-11-07 19:48:52
Validation Documents
OTHER_OFFICIAL_DOCUMENTS
Event Status
COMPLETED"
5493005OG185XV8M8N52,https://lei.bloomberg.com/leis/view/5493005OG185XV8M8N52,State Bank of Toulon,en,,"102 West Main Street
Toulon, Illinois (US-IL), 61483
UNITED STATES","102 West Main Street
Toulon, Illinois (US-IL), 61483
UNITED STATES",UNITED STATES (US),Illinois (US-IL),,Federal Deposit Insurance Corporation (RA000744),12386,Commercial Bank (QY7A),GENERAL,ACTIVE,"1903-06-19 23:59:50
Website
www.statebankoftoulon.com"
254900DON8SDKGYIL122,https://lei.bloomberg.com/leis/view/254900DON8SDKGYIL122,"Intercredit Bank, National Association",en,,"396 Alhambra Cir
Suite 250
Coral Gables, Florida (US-FL), 33134
UNITED STATES","396 Alhambra Cir
Suite 250
Coral Gables, Florida (US-FL), 33134
UNITED STATES",UNITED STATES (US),Florida (US-FL),,Federal Deposit Insurance Corporation (RA000744),25258,Commercial Bank (3LXM),GENERAL,ACTIVE,"1984-07-02 00:00:00
Website
intercreditbank.com"
5493009YUAJW70SG7L54,https://lei.bloomberg.com/leis/view/5493009YUAJW70SG7L54,FINANCIAL PLUS CREDIT UNION,en,"Other Entity Name 1
Name
West Side Auto Employees Federal Credit Union
Type
PREVIOUS_LEGAL_NAME","G3381 Van Slyke Rd
Flint, Michigan (US-MI), 48507-3263
UNITED STATES","G3381 Van Slyke Rd
Flint, Michigan (US-MI), 48507-3263
UNITED STATES",UNITED STATES (US),,,National Credit Union Administration (RA000745),68646,Federal Savings Association (380O),GENERAL,ACTIVE,2016-12-31 00:00:00
254900NRU0TO5WZHHH62,https://lei.bloomberg.com/leis/view/254900NRU0TO5WZHHH62,SOUTH METRO FEDERAL CREDIT UNION,en,,"2573 Credit Union Drive
Prior Lake, Minnesota (US-MN), 55372
UNITED STATES","2573 Credit Union Drive
Prior Lake, Minnesota (US-MN), 55372
UNITED STATES",UNITED STATES (US),,,National Credit Union Administration (RA000745),24482,"Other (8888)
Other Legal Form
FEDERAL CREDIT UNION",GENERAL,ACTIVE,"1993-08-26 00:00:00
Website
www.southmet.com"
549300XY701IELCE5Q08,https://lei.bloomberg.com/leis/view/549300XY701IELCE5Q08,BETTER MORTGAGE CORPORATION,en,"Other Entity Name 1
Name
Avex Funding Corporation
Type
PREVIOUS_LEGAL_NAME","C/O C T CORPORATION SYSTEM
330 N BRAND BLVD
GLENDALE, California (US-CA), 91203
UNITED STATES","1 World Trade Center
FL 80
NEW YORK, New York (US-NY), 10007
UNITED STATES",UNITED STATES (US),California (US-CA),,(US-CA): Secretary of State (RA000598),2499151,For-Profit Corporation General Stock (H1UM),GENERAL,ACTIVE,"2003-02-25 00:00:00
Legal Entity Events
Legal Entity Event 1
Event Type
CHANGE_HQ_ADDRESS
Effective Date
2025-01-19 00:00:00
Recorded Date
2025-06-05 17:44:18
Validation Documents
REGULATORY_FILING
Event Status
COMPLETED
Legal Entity Event 2
Event Type
CHANGE_LEGAL_NAME
Effective Date
2017-08-21 00:00:00
Recorded Date
2025-06-05 12:42:16
Validation Documents
SUPPORTING_DOCUMENTS
Event Status
COMPLETED"
54930099BVD0E448JX38,https://lei.bloomberg.com/leis/view/54930099BVD0E448JX38,Arbor Bank,en,,"911 Central Avenue
Nebraska City, Nebraska (US-NE), 68410
UNITED STATES","301 Oakland Avenue
Oakland, Iowa (US-IA), 51560
UNITED STATES",UNITED STATES (US),Nebraska (US-NE),,Federal Deposit Insurance Corporation (RA000744),33450,Commercial Bank (GEXT),GENERAL,ACTIVE,1991-07-01 00:00:00
549300P6CCUZE02WB068,https://lei.bloomberg.com/leis/view/549300P6CCUZE02WB068,ACFCU Federal Credit Union,en,"Other Entity Name 1
Name
AMARILLO COMMUNITY
Type
PREVIOUS_LEGAL_NAME","6100 W Interstate 40
Amarillo, Texas (US-TX), 79106-2515
UNITED STATES","6100 W Interstate 40
Amarillo, Texas (US-TX), 79106-2515
UNITED STATES",UNITED STATES (US),Texas (US-TX),,National Credit Union Administration (RA000745),5168,"Other (8888)
Other Legal Form
MUNICIPAL",GENERAL,ACTIVE,1944-12-31 05:00:00
549300ISBO500DQ50239,https://lei.bloomberg.com/leis/view/549300ISBO500DQ50239,BFG Federal Credit Union,en,,"445 S Main St
Akron, Ohio (US-OH), 44311-1056
UNITED STATES","445 S Main St
Akron, Ohio (US-OH), 44311-1056
UNITED STATES",UNITED STATES (US),,,National Credit Union Administration (RA000745),511,Credit Union (14OD),GENERAL,ACTIVE,"1935-08-09 00:00:00
Website
www.bfgfcu.org"
254900ON5KYAZSCPF582,https://lei.bloomberg.com/leis/view/254900ON5KYAZSCPF582,TITAN FEDERAL CREDIT UNION,en,,"114 Mack Ave
Pleasant Gap, Pennsylvania (US-PA), 16823-3104
UNITED STATES","114 Mack Ave
Pleasant Gap, Pennsylvania (US-PA), 16823-3104
UNITED STATES",UNITED STATES (US),,,National Credit Union Administration (RA000745),1882,Credit Union (14OD),GENERAL,ACTIVE,1937-01-01 00:00:00
549300TQIZ85N2EIS783,https://lei.bloomberg.com/leis/view/549300TQIZ85N2EIS783,River City Bank,en,,"228 North Second Avenue
Rome, Georgia (US-GA), 30165
UNITED STATES","228 North 2nd Avenue SW
Rome, Georgia (US-GA), 30165
UNITED STATES",UNITED STATES (US),Georgia (US-GA),,Federal Deposit Insurance Corporation (RA000744),58289,Commercial Bank (GR2X),GENERAL,ACTIVE,2006-05-23 00:00:00
549300QRAZQ8G8BM6H64,https://lei.bloomberg.com/leis/view/549300QRAZQ8G8BM6H64,The Brenham National Bank,en,,"2211 S Day St
Brenham, Texas (US-TX), 77833
UNITED STATES","2211 S Day St
Brenham, Texas (US-TX), 77833
UNITED STATES",UNITED STATES (US),Texas (US-TX),,Federal Deposit Insurance Corporation (RA000744),3113,Commercial Bank (HTV5),GENERAL,ACTIVE,1933-04-22 00:00:00
254900EQ7TPQ6NBKRF55,https://lei.bloomberg.com/leis/view/254900EQ7TPQ6NBKRF55,4U Federal Credit Union,en,,"1312 Lawrence Street
Gainesville, Texas (US-TX), 76240
UNITED STATES","1312 Lawrence Street
Gainesville, Texas (US-TX), 76240
UNITED STATES",UNITED STATES (US),,,National Credit Union Administration (RA000745),11067,Credit Union (14OD),GENERAL,ACTIVE,1956-01-01 00:00:00
549300NIXL7EJEGA5V78,https://lei.bloomberg.com/leis/view/549300NIXL7EJEGA5V78,Security Bank,en,"Other Entity Name 1
Name
The Security National Bank of Laurel
Type
PREVIOUS_LEGAL_NAME","202 East Second Street
Laurel, Nebraska (US-NE), 68745
UNITED STATES","202 East 2nd Street
Laurel, Nebraska (US-NE), 68745
UNITED STATES",UNITED STATES (US),Nebraska (US-NE),,Federal Deposit Insurance Corporation (RA000744),5424,Commercial Bank (GEXT),GENERAL,ACTIVE,1928-03-05 00:00:00
549300CW5TQ2ILVQPH09,https://lei.bloomberg.com/leis/view/549300CW5TQ2ILVQPH09,The FNB Community Bank,en,"Other Entity Name 1
Name
The First National Bank
Type
PREVIOUS_LEGAL_NAME","432 West Gallatin Street
Vandalia, Illinois (US-IL), 62471
UNITED STATES","432 West Gallatin Street
Vandalia, Illinois (US-IL), 62471
UNITED STATES",UNITED STATES (US),Illinois (US-IL),,Federal Deposit Insurance Corporation (RA000744),3840,Commercial Bank (QY7A),GENERAL,ACTIVE,1864-12-31 23:59:40
549300DPWFIO1S3DF358,https://lei.bloomberg.com/leis/view/549300DPWFIO1S3DF358,First Federal Savings and Loan Association of Lakewood,en,"Other Entity Name 1
Name
First Federal Savings and Loan Association
Type
PREVIOUS_LEGAL_NAME","14806 Detroit Ave
Lakewood, Ohio (US-OH), 44107
UNITED STATES","14806 Detroit Avenue
Lakewood, Ohio (US-OH), 44107
UNITED STATES",UNITED STATES (US),Ohio (US-OH),,Federal Deposit Insurance Corporation (RA000744),29488,Savings and Loan Association (2R1N),GENERAL,ACTIVE,"1935-07-19 00:00:00
Website
ffl.bank"
984500ET710674536D72,https://lei.bloomberg.com/leis/view/984500ET710674536D72,SECURITY BANK AND TRUST COMPANY,"en
Legal Address
210 W WASHINGTON ST
Paris, Tennessee (US-TN), 38242
UNITED STATES
Headquarters Address
210 W WASHINGTON ST
Paris, Tennessee (US-TN), 38242
UNITED STATES",,,,UNITED STATES (US),Tennessee (US-TN),,(US-TN): Business Services (Department of State) (RA000636),50674,For-Profit Corporation (QJ9F),GENERAL,ACTIVE,1905-01-10 00:00:00
PAOOWF3GUFM46FBSP561,https://lei.bloomberg.com/leis/view/PAOOWF3GUFM46FBSP561,PHH Mortgage Corporation,en,,"200 Midlantic Drive, Suite 410-A
Mount Laurel, New Jersey (US-NJ), 08054
UNITED STATES","200 Midlantic Drive, Suite 410-A
Mount Laurel, New Jersey (US-NJ), 08054
UNITED STATES",UNITED STATES (US),New Jersey (US-NJ),,(US-NJ): Business Records Service (Division of Revenue & Enterprise Services) (RA000625),100051189,"Other (8888)
Other Legal Form
CORPORATION",GENERAL,ACTIVE,"1977-11-16 00:00:00
Legal Entity Events
Legal Entity Event 1
Event Type
CHANGE_LEGAL_ADDRESS
Effective Date
2023-01-11 00:00:00
Recorded Date
2023-09-26 18:48:44
Validation Documents
OTHER_OFFICIAL_DOCUMENTS
Event Status
COMPLETED
Legal Entity Event 2
Event Type
CHANGE_HQ_ADDRESS
Effective Date
2023-01-11 00:00:00
Recorded Date
2023-09-26 18:48:44
Validation Documents
OTHER_OFFICIAL_DOCUMENTS
Event Status
COMPLETED"
254900O2VYWY7LKZ6T60,https://lei.bloomberg.com/leis/view/254900O2VYWY7LKZ6T60,"CHARTWELL FINANCIAL, LLC",en,,"C/O CORPORATION SERVICE COMPANY
251 LITTLE FALLS DRIVE
WILMINGTON, Delaware (US-DE), 19808
UNITED STATES","2015 Spring Road
Suite 600
Oak Brook, Illinois (US-IL), 60523
UNITED STATES",UNITED STATES (US),Delaware (US-DE),,"(US-DE): Division of Corporations, Department of State (RA000602)",3790198,Limited Liability Company (HZEH),GENERAL,ACTIVE,2004-04-14 00:00:00
